"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"22","1013.0","...","1015.0","2018-12-22 08:42","1010.9","2018-12-22 14:13","X","26.2","2018-12-22 13:04","18.1","2018-12-22 06:47","...","X","89","2018-12-22 12:12","1.2","37","5.2","313","2018-12-22 13:33","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1015.3","...","1018.2","2018-12-23 23:43","1011.9","2018-12-23 03:27","X","21.5","2018-12-23 02:51","15.6","2018-12-23 23:52","...","X","99","2018-12-23 00:02","2.6","83","11.5","85","2018-12-23 10:20","20.5","...","...","","...","","...","...","...","...","...","...","","..."
"24","1016.4","...","1019.4","2018-12-24 08:12","1013.4","2018-12-24 23:11","X","18.5","2018-12-24 21:21","14.2","2018-12-24 04:44","...","X","99","2018-12-24 08:34","3.4","86","10.2","103","2018-12-24 11:23","14.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1010.9","...","1014.0","2018-12-25 08:12","1007.4","2018-12-25 14:41","X","23.3","2018-12-25 15:17","16.7","2018-12-25 00:02","...","X","99","2018-12-25 23:01","2.5","91","11.0","75","2018-12-25 02:19","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1010.2","...","1012.1","2018-12-26 23:21","1008.0","2018-12-26 12:57","X","19.1","2018-12-26 16:28","16.9","2018-12-26 04:17","...","X","99","2018-12-26 00:02","1.5","71","5.0","99","2018-12-26 18:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1015.3","...","1019.1","2018-12-27 22:21","1011.5","2018-12-27 00:02","X","17.8","2018-12-27 00:01","13.2","2018-12-27 23:43","...","X","99","2018-12-27 00:02","2.2","87","9.9","83","2018-12-27 10:49","4.5","...","...","","...","","...","...","...","...","...","...","","..."
"28","1021.8","...","1024.6","2018-12-28 22:51","1018.5","2018-12-28 00:02","X","14.2","2018-12-28 10:54","11.8","2018-12-28 23:45","...","X","99","2018-12-28 16:21","3.1","83","11.6","99","2018-12-28 21:54","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1025.4","...","1028.1","2018-12-29 08:41","1023.1","2018-12-29 14:02","X","14.0","2018-12-29 19:43","11.2","2018-12-29 08:01","...","X","99","2018-12-29 19:37","3.7","93","11.5","63","2018-12-29 04:04","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"30","1023.2","...","1025.3","2018-12-30 08:31","1020.4","2018-12-30 14:18","X","14.8","2018-12-30 10:13","12.6","2018-12-30 02:06","...","X","99","2018-12-30 03:38","3.5","92","12.0","73","2018-12-30 14:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"31","1024.0","...","1025.6","2018-12-31 09:42","1021.9","2018-12-31 14:04","X","15.3","2018-12-31 12:31","13.2","2018-12-31 00:02","...","X","99","2018-12-31 12:01","2.5","92","9.5","90","2018-12-31 21:18","1.5","...","...","","...","","...","...","...","...","...","...","","..."
