"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","997.6","...","1001.0","2018-06-11 22:24","994.1","2018-06-11 04:11","25.0","26.6","2018-06-11 01:01","22.9","2018-06-11 23:31","...","84","70","2018-06-11 23:52","1.5","157","9.3","325","2018-06-11 07:17","7.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","999.6","...","1001.4","2018-06-12 07:05","997.2","2018-06-12 23:51","27.4","32.4","2018-06-12 14:26","22.1","2018-06-12 05:01","...","50","28","2018-06-12 13:34","3.1","104","10.4","100","2018-06-12 17:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","996.7","...","998.9","2018-06-13 07:04","994.1","2018-06-13 16:41","27.3","29.8","2018-06-13 13:01","24.6","2018-06-13 23:51","...","59","42","2018-06-13 00:01","3.3","85","11.9","96","2018-06-13 13:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","994.4","...","996.1","2018-06-14 21:22","992.6","2018-06-14 03:31","25.3","29.6","2018-06-14 10:43","23.8","2018-06-14 21:11","...","83","65","2018-06-14 10:47","3.0","79","12.3","73","2018-06-14 18:32","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"15","996.6","...","1000.8","2018-06-15 22:52","993.2","2018-06-15 02:01","24.2","26.1","2018-06-15 15:51","23.0","2018-06-15 06:01","...","87","79","2018-06-15 16:01","1.7","99","8.5","64","2018-06-15 00:13","3.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1001.4","...","1002.6","2018-06-16 10:16","999.5","2018-06-16 01:41","25.7","28.8","2018-06-16 13:03","22.3","2018-06-16 04:31","...","76","59","2018-06-16 11:11","2.5","98","11.3","76","2018-06-16 14:24","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1000.4","...","1002.0","2018-06-17 07:14","998.0","2018-06-17 15:01","27.7","31.7","2018-06-17 14:11","24.4","2018-06-17 00:01","...","75","55","2018-06-17 14:28","1.9","84","9.2","74","2018-06-17 12:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","999.9","...","1001.1","2018-06-18 08:51","998.0","2018-06-18 16:11","27.7","30.7","2018-06-18 10:41","25.4","2018-06-18 04:31","...","78","63","2018-06-18 10:41","1.5","302","7.6","115","2018-06-18 13:20","5.5","...","...","","...","","...","...","...","...","...","...","","..."
"19","999.5","...","1001.4","2018-06-19 21:36","997.7","2018-06-19 02:51","28.5","32.3","2018-06-19 10:12","25.1","2018-06-19 05:01","...","69","53","2018-06-19 13:28","2.6","152","14.5","295","2018-06-19 13:43","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1000.5","...","1002.6","2018-06-20 23:11","998.2","2018-06-20 17:01","29.1","32.8","2018-06-20 11:12","25.5","2018-06-20 05:31","...","69","52","2018-06-20 11:12","1.7","77","10.6","265","2018-06-20 12:43","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1002.0","...","1003.7","2018-06-21 21:13","999.8","2018-06-21 16:41","28.5","32.8","2018-06-21 15:32","25.0","2018-06-21 18:31","...","71","54","2018-06-21 11:27","2.0","158","11.6","166","2018-06-21 17:55","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1003.4","...","1005.2","2018-06-22 21:54","1001.4","2018-06-22 12:41","27.7","32.8","2018-06-22 11:21","25.0","2018-06-22 04:21","...","78","56","2018-06-22 11:41","1.8","145","9.4","248","2018-06-22 13:25","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"23","1003.8","...","1005.6","2018-06-23 21:33","1001.8","2018-06-23 14:21","28.2","32.6","2018-06-23 10:33","25.6","2018-06-23 04:01","...","73","54","2018-06-23 10:33","2.1","161","12.8","269","2018-06-23 15:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1005.4","...","1007.0","2018-06-24 23:31","1003.6","2018-06-24 02:11","28.7","32.7","2018-06-24 10:42","25.1","2018-06-24 06:01","...","72","53","2018-06-24 10:42","1.6","152","7.2","260","2018-06-24 09:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1006.4","...","1007.7","2018-06-25 22:11","1004.0","2018-06-25 15:11","29.3","34.8","2018-06-25 13:01","25.6","2018-06-25 05:31","...","73","51","2018-06-25 11:14","1.7","86","7.2","311","2018-06-25 12:21","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"26","1006.7","...","1008.1","2018-06-26 06:52","1004.9","2018-06-26 13:01","29.3","35.7","2018-06-26 12:34","25.2","2018-06-26 04:31","...","68","42","2018-06-26 12:32","1.5","145","7.4","293","2018-06-26 16:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1005.1","...","1006.8","2018-06-27 06:42","1002.1","2018-06-27 16:41","29.8","34.7","2018-06-27 11:53","25.1","2018-06-27 05:01","...","61","39","2018-06-27 11:53","1.5","281","7.1","330","2018-06-27 12:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1002.0","...","1004.6","2018-06-28 00:01","999.5","2018-06-28 16:16","29.7","36.0","2018-06-28 15:32","25.5","2018-06-28 04:51","...","65","39","2018-06-28 15:32","2.3","146","9.0","283","2018-06-28 14:06","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","999.8","...","1000.8","2018-06-29 20:02","998.2","2018-06-29 16:41","28.0","34.0","2018-06-29 10:45","25.4","2018-06-29 13:20","...","72","46","2018-06-29 10:43","2.1","161","12.2","277","2018-06-29 12:58","16.5","...","...","","...","","...","...","...","...","...","...","","..."
"30","1000.5","...","1002.6","2018-06-30 22:21","998.6","2018-06-30 00:01","28.4","34.0","2018-06-30 12:31","24.9","2018-06-30 04:22","...","70","49","2018-06-30 12:31","1.5","157","8.5","241","2018-06-30 22:19","9.5","...","...","","...","","...","...","...","...","...","...","","..."
