"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"20","1013.1","...","1015.0","2018-01-20 07:42","1010.5","2018-01-20 14:36","18.2","19.6","2018-01-20 12:54","16.7","2018-01-20 05:31","...","89","80","2018-01-20 12:58","3.5","84","10.1","79","2018-01-20 18:45","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1010.8","...","1014.3","2018-01-21 07:56","1008.1","2018-01-21 14:21","18.9","21.4","2018-01-21 11:38","17.2","2018-01-21 07:42","...","86","73","2018-01-21 12:18","2.7","84","10.0","68","2018-01-21 11:42","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1011.2","...","1013.3","2018-01-22 22:11","1008.9","2018-01-22 00:01","16.8","19.4","2018-01-22 00:02","16.0","2018-01-22 17:41","...","81","64","2018-01-22 14:17","3.1","310","11.4","92","2018-01-22 13:57","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"23","1012.3","...","1014.1","2018-01-23 20:41","1009.3","2018-01-23 12:43","18.1","21.3","2018-01-23 12:21","15.7","2018-01-23 03:52","...","71","60","2018-01-23 11:41","3.4","76","10.1","59","2018-01-23 11:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1013.9","...","1015.6","2018-01-24 08:11","1011.7","2018-01-24 15:01","16.6","18.4","2018-01-24 12:13","15.0","2018-01-24 23:32","...","75","64","2018-01-24 12:25","3.4","102","11.2","81","2018-01-24 13:42","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1013.6","...","1015.9","2018-01-25 08:55","1010.9","2018-01-25 14:12","16.8","18.9","2018-01-25 13:21","14.3","2018-01-25 01:21","...","80","69","2018-01-25 13:23","3.7","85","11.8","87","2018-01-25 13:50","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1016.4","...","1018.8","2018-01-26 09:07","1013.3","2018-01-26 00:01","15.0","17.4","2018-01-26 02:06","13.0","2018-01-26 16:44","...","84","78","2018-01-26 10:00","4.0","88","12.7","82","2018-01-26 23:33","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1013.6","...","1017.5","2018-01-27 00:01","1010.5","2018-01-27 16:23","17.0","20.4","2018-01-27 14:41","13.2","2018-01-27 00:01","...","73","61","2018-01-27 15:03","3.3","90","12.5","98","2018-01-27 11:34","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1011.8","...","1015.8","2018-01-28 23:35","1008.3","2018-01-28 04:00","15.4","18.6","2018-01-28 00:02","13.3","2018-01-28 18:22","...","89","73","2018-01-28 00:04","1.9","314","7.1","316","2018-01-28 08:21","10.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1017.5","...","1019.6","2018-01-29 21:51","1015.0","2018-01-29 00:01","11.8","13.9","2018-01-29 00:12","10.5","2018-01-29 19:46","...","85","80","2018-01-29 15:06","2.6","87","8.5","82","2018-01-29 14:16","8.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1017.4","...","1020.2","2018-01-30 07:07","1014.9","2018-01-30 15:26","12.4","13.8","2018-01-30 19:08","10.6","2018-01-30 00:01","...","89","77","2018-01-30 11:24","2.7","82","9.4","79","2018-01-30 11:24","7.5","...","...","","...","","...","...","...","...","...","...","","..."
"31","1015.9","...","1019.4","2018-01-31 23:30","1012.4","2018-01-31 15:02","14.3","16.7","2018-01-31 11:02","11.6","2018-01-31 23:52","...","91","83","2018-01-31 11:13","1.9","87","8.4","68","2018-01-31 12:02","21.0","...","...","","...","","...","...","...","...","...","...","","..."
