"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"17","1003.3","...","1005.1","2018-05-17 08:13","1001.5","2018-05-17 16:15","29.5","35.0","2018-05-17 12:03","26.1","2018-05-17 03:11","...","72","45","2018-05-17 12:06","1.4","134","7.0","262","2018-05-17 11:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1002.8","...","1004.6","2018-05-18 08:21","1000.8","2018-05-18 15:55","29.6","35.5","2018-05-18 12:24","26.0","2018-05-18 05:26","...","67","41","2018-05-18 12:24","1.7","154","7.2","54","2018-05-18 14:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1004.0","...","1005.4","2018-05-19 08:42","1002.4","2018-05-19 14:55","28.8","32.7","2018-05-19 11:21","26.6","2018-05-19 05:26","...","72","55","2018-05-19 11:26","1.5","10","7.8","318","2018-05-19 11:54","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1004.8","...","1007.6","2018-05-20 22:54","1002.9","2018-05-20 02:34","29.4","32.5","2018-05-20 11:12","26.3","2018-05-20 03:19","...","69","53","2018-05-20 14:26","1.5","3","7.5","305","2018-05-20 23:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1005.9","...","1007.6","2018-05-21 21:11","1003.2","2018-05-21 02:58","28.0","31.3","2018-05-21 13:17","25.4","2018-05-21 23:53","...","70","57","2018-05-21 09:51","2.2","95","6.4","90","2018-05-21 19:57","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1005.8","...","1008.0","2018-05-22 08:31","1003.5","2018-05-22 16:23","28.6","33.1","2018-05-22 16:42","24.4","2018-05-22 04:31","...","68","52","2018-05-22 18:01","1.7","292","7.5","267","2018-05-22 10:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1006.8","...","1008.3","2018-05-23 21:13","1004.6","2018-05-23 00:51","26.1","31.1","2018-05-23 09:42","22.8","2018-05-23 18:51","...","73","57","2018-05-23 10:05","2.8","97","10.0","97","2018-05-23 14:02","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1006.1","...","1008.0","2018-05-24 07:41","1004.5","2018-05-24 15:53","26.6","31.7","2018-05-24 11:14","22.7","2018-05-24 05:11","...","67","50","2018-05-24 11:17","1.7","89","7.5","82","2018-05-24 00:52","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1003.4","...","1005.9","2018-05-25 07:23","1001.0","2018-05-25 15:51","28.5","34.1","2018-05-25 10:51","24.6","2018-05-25 05:24","...","69","51","2018-05-25 10:57","2.0","151","8.0","300","2018-05-25 15:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1002.7","...","1004.3","2018-05-26 23:16","1001.4","2018-05-26 02:22","29.3","33.4","2018-05-26 11:08","26.1","2018-05-26 04:41","...","68","47","2018-05-26 11:13","2.1","170","9.8","320","2018-05-26 13:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1004.1","...","1005.6","2018-05-27 07:01","1002.0","2018-05-27 15:56","29.8","35.8","2018-05-27 11:24","25.2","2018-05-27 05:32","...","63","34","2018-05-27 11:24","1.7","147","7.1","279","2018-05-27 09:28","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1004.7","...","1006.4","2018-05-28 21:41","1003.6","2018-05-28 16:03","29.4","33.2","2018-05-28 10:21","26.5","2018-05-28 05:31","...","70","49","2018-05-28 10:11","1.6","144","9.2","320","2018-05-28 13:53","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1005.9","...","1007.6","2018-05-29 22:01","1004.3","2018-05-29 18:01","28.7","33.9","2018-05-29 10:12","26.1","2018-05-29 05:03","...","72","51","2018-05-29 10:12","1.5","181","8.8","210","2018-05-29 16:33","7.5","...","...","","...","","...","...","...","...","...","...","","..."
"30","1006.0","...","1007.7","2018-05-30 22:12","1003.6","2018-05-30 15:02","28.5","35.1","2018-05-30 12:22","25.6","2018-05-30 02:42","...","72","50","2018-05-30 12:31","1.7","153","9.0","94","2018-05-30 15:32","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"31","1005.6","...","1007.6","2018-05-31 22:31","1003.5","2018-05-31 16:06","29.4","34.6","2018-05-31 14:23","25.5","2018-05-31 05:03","...","69","51","2018-05-31 14:23","2.3","102","10.1","292","2018-05-31 15:47","0.0","...","...","","...","","...","...","...","...","...","...","","..."
