"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"22","1014.1","...","1015.9","2018-03-22 07:41","1011.8","2018-03-22 12:52","14.1","17.8","2018-03-22 12:31","11.3","2018-03-22 05:43","...","59","39","2018-03-22 11:16","2.5","99","8.5","77","2018-03-22 11:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1015.2","...","1016.6","2018-03-23 21:53","1013.3","2018-03-23 13:41","17.7","24.7","2018-03-23 13:21","11.2","2018-03-23 06:10","...","50","19","2018-03-23 13:21","2.3","72","7.9","80","2018-03-23 14:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1015.6","...","1017.2","2018-03-24 08:05","1012.5","2018-03-24 15:17","20.5","25.8","2018-03-24 12:58","16.3","2018-03-24 05:45","...","53","35","2018-03-24 12:34","2.7","84","9.6","85","2018-03-24 09:06","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1015.1","...","1017.2","2018-03-25 08:41","1013.4","2018-03-25 16:05","22.0","25.6","2018-03-25 12:34","19.3","2018-03-25 00:52","...","51","37","2018-03-25 12:34","2.6","102","9.4","81","2018-03-25 14:54","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1013.2","...","1015.5","2018-03-26 08:21","1011.1","2018-03-26 14:17","22.0","26.5","2018-03-26 14:01","18.3","2018-03-26 06:34","...","57","44","2018-03-26 16:22","1.7","89","7.5","32","2018-03-26 15:01","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1011.8","...","1013.4","2018-03-27 08:13","1010.5","2018-03-27 15:31","20.8","24.9","2018-03-27 11:25","18.1","2018-03-27 06:01","...","73","57","2018-03-27 11:09","1.7","2","8.6","323","2018-03-27 11:52","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"28","1009.9","...","1011.7","2018-03-28 00:02","1007.6","2018-03-28 15:02","22.4","26.2","2018-03-28 12:31","18.8","2018-03-28 05:32","...","70","54","2018-03-28 11:05","2.2","89","9.4","83","2018-03-28 15:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1009.4","...","1010.9","2018-03-29 22:34","1007.7","2018-03-29 14:05","24.3","28.8","2018-03-29 11:51","20.4","2018-03-29 05:41","...","55","37","2018-03-29 15:54","2.6","94","9.7","141","2018-03-29 13:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1011.1","...","1013.9","2018-03-30 09:41","1009.0","2018-03-30 02:47","23.0","26.7","2018-03-30 13:54","20.2","2018-03-30 09:58","...","58","39","2018-03-30 13:54","3.1","88","10.0","99","2018-03-30 11:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"31","1010.5","...","1012.7","2018-03-31 08:12","1007.6","2018-03-31 14:01","23.2","27.3","2018-03-31 13:01","20.6","2018-03-31 02:53","...","54","33","2018-03-31 13:01","3.3","87","11.6","97","2018-03-31 15:34","0.0","...","...","","...","","...","...","...","...","...","...","","..."
