"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"12","1002.0","...","1003.6","2018-07-12 22:01","1000.1","2018-07-12 15:47","29.4","32.4","2018-07-12 11:41","26.0","2018-07-12 05:53","...","66","54","2018-07-12 15:51","2.5","121","11.3","130","2018-07-12 11:44","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1002.4","...","1003.5","2018-07-13 21:33","1000.7","2018-07-13 13:43","30.2","32.8","2018-07-13 11:31","28.1","2018-07-13 04:55","...","58","50","2018-07-13 11:33","3.1","113","13.2","113","2018-07-13 12:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1002.1","...","1003.0","2018-07-14 22:21","1000.4","2018-07-14 14:00","30.0","32.9","2018-07-14 11:21","27.9","2018-07-14 05:34","...","56","46","2018-07-14 11:41","3.3","107","11.7","95","2018-07-14 13:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1001.9","...","1002.7","2018-07-15 08:06","1000.8","2018-07-15 13:47","29.7","32.3","2018-07-15 09:21","27.6","2018-07-15 06:05","...","56","41","2018-07-15 09:21","3.4","93","11.6","81","2018-07-15 10:52","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1001.0","...","1002.7","2018-07-16 06:54","998.9","2018-07-16 14:35","29.5","33.0","2018-07-16 15:32","26.3","2018-07-16 08:21","...","65","53","2018-07-16 14:42","3.9","104","13.5","87","2018-07-16 16:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1000.0","...","1001.1","2018-07-17 21:11","998.2","2018-07-17 14:26","30.3","32.8","2018-07-17 12:51","28.0","2018-07-17 01:47","...","61","52","2018-07-17 12:51","4.4","102","11.8","90","2018-07-17 10:52","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1000.9","...","1002.3","2018-07-18 21:41","999.6","2018-07-18 14:27","30.3","33.9","2018-07-18 13:45","28.2","2018-07-18 05:21","...","59","46","2018-07-18 13:45","3.8","88","11.3","85","2018-07-18 14:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1001.6","...","1003.2","2018-07-19 07:31","999.9","2018-07-19 14:36","30.1","33.7","2018-07-19 14:01","27.7","2018-07-19 05:55","...","65","48","2018-07-19 15:11","3.2","86","9.7","93","2018-07-19 16:24","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","999.9","...","1001.7","2018-07-20 06:42","998.2","2018-07-20 13:53","28.9","32.2","2018-07-20 13:13","26.7","2018-07-20 04:48","...","68","48","2018-07-20 13:13","3.0","95","10.4","100","2018-07-20 14:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","996.8","...","998.9","2018-07-21 00:01","995.4","2018-07-21 15:31","27.7","32.2","2018-07-21 12:21","24.8","2018-07-21 07:56","...","78","53","2018-07-21 11:53","1.7","152","9.4","295","2018-07-21 13:43","31.5","...","...","","...","","...","...","...","...","...","...","","..."
"22","996.7","...","998.9","2018-07-22 22:21","994.5","2018-07-22 13:51","28.4","33.7","2018-07-22 10:32","25.7","2018-07-22 02:42","...","74","54","2018-07-22 11:21","1.4","47","8.6","78","2018-07-22 12:07","5.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","998.9","...","1002.1","2018-07-23 22:48","996.4","2018-07-23 03:22","29.2","32.8","2018-07-23 15:51","26.9","2018-07-23 00:01","...","68","57","2018-07-23 19:42","1.3","92","5.6","305","2018-07-23 14:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1002.1","...","1003.6","2018-07-24 21:22","1001.1","2018-07-24 01:07","28.8","33.8","2018-07-24 12:11","26.4","2018-07-24 04:01","...","72","53","2018-07-24 10:32","1.7","161","8.2","55","2018-07-24 13:58","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1002.6","...","1004.5","2018-07-25 08:14","1000.8","2018-07-25 15:51","29.2","34.0","2018-07-25 11:03","25.9","2018-07-25 05:37","...","72","51","2018-07-25 11:03","1.3","185","6.4","317","2018-07-25 12:56","6.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1002.3","...","1004.0","2018-07-26 08:22","1000.1","2018-07-26 16:31","29.8","34.5","2018-07-26 13:53","26.3","2018-07-26 05:21","...","69","51","2018-07-26 12:41","1.6","294","7.4","317","2018-07-26 16:02","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1002.4","...","1004.0","2018-07-27 21:55","1001.0","2018-07-27 17:14","29.2","34.0","2018-07-27 12:32","26.9","2018-07-27 23:51","...","70","52","2018-07-27 13:11","1.5","145","8.4","328","2018-07-27 10:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1002.0","...","1003.6","2018-07-28 00:12","999.5","2018-07-28 14:53","29.6","34.5","2018-07-28 12:32","25.5","2018-07-28 05:25","...","67","47","2018-07-28 12:24","1.6","18","7.1","93","2018-07-28 16:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1000.6","...","1002.3","2018-07-29 00:01","998.3","2018-07-29 16:35","30.7","35.1","2018-07-29 12:18","27.1","2018-07-29 05:56","...","63","40","2018-07-29 12:11","1.9","274","7.9","6","2018-07-29 14:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1000.2","...","1001.5","2018-07-30 10:24","997.9","2018-07-30 16:23","30.9","34.9","2018-07-30 15:25","27.9","2018-07-30 05:12","...","64","48","2018-07-30 13:05","2.5","293","8.8","289","2018-07-30 16:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"31","999.8","...","1001.4","2018-07-31 09:13","997.4","2018-07-31 16:35","31.1","35.0","2018-07-31 14:11","27.3","2018-07-31 06:22","...","62","46","2018-07-31 12:53","2.5","282","9.5","264","2018-07-31 12:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
