"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1021.0","...","1023.8","2018-02-11 23:32","1018.8","2018-02-11 13:46","11.7","14.1","2018-02-11 13:06","10.5","2018-02-11 05:01","...","86","71","2018-02-11 23:51","2.0","98","7.2","87","2018-02-11 19:43","6.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","1023.3","...","1025.4","2018-02-12 08:43","1021.2","2018-02-12 15:23","13.2","16.1","2018-02-12 10:43","11.5","2018-02-12 00:02","...","56","43","2018-02-12 10:29","2.7","89","9.8","91","2018-02-12 14:15","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1020.1","...","1023.5","2018-02-13 00:02","1016.8","2018-02-13 14:46","15.3","17.4","2018-02-13 12:12","11.7","2018-02-13 00:02","...","56","50","2018-02-13 12:32","3.3","107","11.8","103","2018-02-13 09:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1015.2","...","1018.4","2018-02-14 06:11","1011.4","2018-02-14 14:21","18.1","24.2","2018-02-14 13:12","12.5","2018-02-14 06:34","...","59","30","2018-02-14 12:51","1.2","166","6.2","315","2018-02-14 13:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1012.4","...","1014.7","2018-02-15 08:22","1009.3","2018-02-15 15:03","20.5","29.5","2018-02-15 12:22","14.6","2018-02-15 04:27","...","60","28","2018-02-15 12:23","1.4","12","6.7","324","2018-02-15 15:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1011.4","...","1014.3","2018-02-16 23:42","1009.6","2018-02-16 14:41","18.5","24.4","2018-02-16 11:31","16.1","2018-02-16 07:05","...","79","56","2018-02-16 11:36","1.3","323","8.8","80","2018-02-16 23:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1014.9","...","1017.7","2018-02-17 09:51","1013.1","2018-02-17 15:22","16.9","19.1","2018-02-17 22:51","15.2","2018-02-17 09:51","...","76","68","2018-02-17 23:42","3.8","88","12.7","112","2018-02-17 13:57","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1013.5","...","1016.3","2018-02-18 07:34","1011.2","2018-02-18 13:52","20.1","27.3","2018-02-18 13:52","17.3","2018-02-18 06:51","...","68","38","2018-02-18 13:52","1.4","302","8.5","305","2018-02-18 13:57","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1012.0","...","1015.0","2018-02-19 08:16","1008.4","2018-02-19 15:53","20.8","27.8","2018-02-19 14:15","16.4","2018-02-19 06:37","...","65","37","2018-02-19 14:17","1.1","145","6.7","319","2018-02-19 14:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1011.4","...","1013.6","2018-02-20 07:41","1008.6","2018-02-20 17:33","18.1","21.7","2018-02-20 12:02","16.2","2018-02-20 23:51","...","86","72","2018-02-20 12:12","1.8","63","7.8","87","2018-02-20 09:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1012.9","...","1014.4","2018-02-21 10:12","1010.6","2018-02-21 00:02","15.7","17.2","2018-02-21 13:12","14.5","2018-02-21 06:19","...","89","77","2018-02-21 12:58","2.3","92","9.0","93","2018-02-21 19:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1015.5","...","1018.1","2018-02-22 22:07","1013.1","2018-02-22 00:02","14.3","15.5","2018-02-22 01:11","13.1","2018-02-22 18:31","...","90","87","2018-02-22 03:04","2.0","86","9.3","83","2018-02-22 08:01","20.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1016.7","...","1018.7","2018-02-23 08:28","1015.0","2018-02-23 14:56","15.7","19.4","2018-02-23 23:07","13.2","2018-02-23 00:02","...","76","68","2018-02-23 13:17","2.9","85","10.5","76","2018-02-23 13:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1015.3","...","1018.4","2018-02-24 09:12","1013.9","2018-02-24 13:42","17.1","19.0","2018-02-24 15:21","15.1","2018-02-24 10:51","...","81","71","2018-02-24 02:53","1.4","10","7.1","325","2018-02-24 09:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1015.9","...","1018.7","2018-02-25 23:01","1013.3","2018-02-25 03:33","14.8","15.8","2018-02-25 03:53","13.8","2018-02-25 18:01","...","95","89","2018-02-25 23:44","1.4","302","6.0","104","2018-02-25 23:22","7.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1017.0","...","1018.8","2018-02-26 09:01","1015.5","2018-02-26 15:32","16.2","17.6","2018-02-26 13:21","14.0","2018-02-26 00:02","...","74","63","2018-02-26 12:05","3.0","89","11.3","88","2018-02-26 15:47","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"27","1012.9","...","1015.5","2018-02-27 00:01","1011.1","2018-02-27 14:21","19.1","24.7","2018-02-27 12:01","16.4","2018-02-27 06:33","...","73","49","2018-02-27 12:12","1.6","88","7.0","324","2018-02-27 12:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1009.5","...","1011.2","2018-02-28 00:02","1008.4","2018-02-28 15:31","17.3","18.8","2018-02-28 12:42","15.9","2018-02-28 03:52","...","91","81","2018-02-28 08:23","1.1","10","9.8","314","2018-02-28 13:58","16.0","...","...","","...","","...","...","...","...","...","...","","..."
